0,1
3.4921496,5.4202194
3.55465,5.304649
3.641182,5.1355734
3.7466555,4.9165235
3.8659,4.6514564
3.9937387,4.344705
4.125042,4.0009327
4.2547655,3.6251023
4.377986,3.2224736
4.489952,2.7986317
4.586214,2.3595533
4.6628923,1.9116837
4.717174,1.4619197
4.7479963,1.017339
4.7565737,0.5845734
4.7461557,0.16899277
4.720909,-0.22606128
4.684816,-0.5993085
4.6411824,-0.9508466
4.5927086,-1.2812848
4.5416985,-1.5910816
4.490199,-1.8801836
4.4400287,-2.1479082
4.392759,-2.392978
4.3496804,-2.6136348
4.311781,-2.8077857
4.2797413,-2.9731543
4.253949,-3.1074224
4.2345247,-3.2083545
4.221355,-3.273904
4.2141323,-3.3022988
4.2123933,-3.2921095
4.215555,-3.2423034
4.2229533,-3.1522834
4.233871,-3.0219183
4.247571,-2.8515587
4.263324,-2.6420488
4.280431,-2.3947265
4.298248,-2.1114192
4.3162036,-1.7944316
4.333817,-1.4465292
4.350709,-1.0709158
4.3666096,-0.67120564
4.381357,-0.25138882
4.394897,0.184211
4.4072676,0.6309877
4.4185853,1.0841138
4.429024,1.5386102
4.4387956,1.9894238
4.448126,2.431508
4.4572396,2.8599062
4.466341,3.269828
4.475602,3.6567242
4.4851537,4.0163493
4.4950795,4.3448167
4.505413,4.6386437
4.516141,4.894788
4.5272017,5.1106696
4.5384936,5.2841954
4.549881,5.413764
4.5612016,5.498272
4.5722733,5.5371127
4.582905,5.530168
4.592903,5.477798
4.6020813,5.3808246
4.6102653,5.240513
4.617302,5.058548
4.6230645,4.8370104
4.627455,4.578349
4.6304107,4.285351
4.6319017,3.9611096
4.6319366,3.6089935
4.6305575,3.2326102
4.627842,2.835773
4.623898,2.4224648
4.6188602,1.9968017
4.612887,1.5629965
4.606155,1.1253213
4.598854,0.68807065
4.5911818,0.25552356
4.583339,-0.16809395
4.5755253,-0.57864624
4.5679336,-0.9721252
4.5607476,-1.3446866
4.5541363,-1.6926863
4.5482554,-2.012714
4.5432405,-2.3016262
4.5392094,-2.5565777
4.536259,-2.7750497
4.5344663,-2.9548755
4.533887,-3.0942636
4.5345573,-3.1918173
4.5364957,-3.2465503
4.539701,-3.2578976
4.5441566,-3.2257247
4.5498295,-3.150329
4.556675,-3.0324402
4.564634,-2.8732133
4.5736375,-2.6742191
4.5836086,-2.4374294
4.594461,-2.1651983
4.606103,-1.8602389
4.618436,-1.5255965
4.631359,-1.1646185
4.6447663,-0.78092015
4.658551,-0.37834868
4.6726036,0.03905637
4.686815,0.4671039
4.701074,0.901494
4.7152724,1.3378619
4.7293024,1.7718223
4.7430577,2.1990142
4.7564354,2.6151447
4.7693353,3.0160336
4.7816615,3.3976548
4.7933235,3.7561777
4.804235,4.088005
4.814317,4.38981
4.8234973,4.6585693
4.8317103,4.891593
4.838901,5.08655
4.845021,5.241496
4.850032,5.354886
4.8539066,5.4255943
4.8566275,5.4529243
4.8581877,5.4366126
4.858592,5.3768353
4.8578553,5.274203
4.8560047,5.1297545
4.853078,4.9449487
4.849123,4.7216454
4.844199,4.46209
4.838374,4.1688905
4.831727,3.844989
4.824343,3.4936354
4.8163166,3.1183517
4.8077493,2.7228997
4.7987466,2.311241
4.78942,1.8874992
4.779885,1.4559182
4.770258,1.0208195
4.7606573,0.58655983
4.7512007,0.15748693
4.742006,-0.26210302
4.7331867,-0.6680087
4.724854,-1.0561655
4.7171125,-1.4226857
4.7100635,-1.763898
4.703799,-2.0763836
4.698404,-2.3570101
4.6939545,-2.6029642
4.6905174,-2.8117778
4.6881485,-2.9813542
4.6868944,-3.109989
4.686788,-3.196386
4.6878533,-3.2396722
4.6901,-3.2394044
4.6935277,-3.1955752
4.698123,-3.1086128
4.703861,-2.9793763
4.7107058,-2.8091478
4.718609,-2.5996192
4.7275124,-2.3528757
4.737348,-2.0713742
4.748038,-1.75792
4.759495,-1.4156373
4.7716246,-1.0479392
4.784326,-0.65849286
4.7974916,-0.2511831
4.8110094,0.16992657
4.824764,0.6006346
4.838636,1.0366434
4.8525057,1.4736023
4.866254,1.9071512
4.8797607,2.3329642
4.892909,2.7467928
4.9055853,3.1445081
4.9176807,3.522143
4.9290905,3.8759308
4.9397173,4.202344
4.949472,4.498128
4.9582725,4.7603354
4.9660463,4.986355
4.972731,5.1739364
4.978275,5.3212147
4.9826365,5.426728
4.9857864,5.4894314
4.9877067,5.5087094
4.988391,5.4843802
4.987845,5.4166975
4.986087,5.30635
4.9831457,5.154452
4.979062,4.962533
4.9738874,4.7325244
4.9676843,4.466737
4.9605246,4.1678395
4.9524884,3.8388324
4.943666,3.483017
4.9341536,3.1039627
4.924054,2.7054708
