step,agent_id,Kp,Ki,Kd,mae
0,0,0.9380967728793621,-0.02063159048557281,0.036818668469786646,8.306657265786928
1,0,0.8768720589578152,-0.13919541388750076,0.06323870293796063,8.201014498443005
2,0,0.8161391317844391,-0.2548720702528954,0.0894208087027073,8.047793382326685
3,0,0.7557364851236343,-0.36652937680482867,0.11582249611616136,7.851785967562247
4,0,0.6953506395220757,-0.4724100694060326,0.14348964974284173,7.618640272974765
5,0,0.6340998187661171,-0.5695165932178498,0.1745232867449522,7.354843170464576
6,0,0.5697728917002678,-0.6527213543653488,0.2126203591376543,7.067749239886752
7,0,0.49860986322164536,-0.7152730539441109,0.2633243168145418,6.7656362462548705
8,0,0.418850377202034,-0.754630071669817,0.33291787303984166,6.457761250387171
9,0,0.3344544470310211,-0.7766397871077061,0.4226835856586695,6.15437806208075
10,0,0.24970436841249466,-0.7875332195311785,0.5268252903968096,5.8666549960404275
11,0,0.16605594754219055,-0.791176677774638,0.6400225201994181,5.6064062172838804
12,0,0.08139429986476898,-0.7869589669629932,0.7613161916285753,5.3855391460024045
13,0,-0.009744212031364441,-0.7726865211501718,0.8915913666039705,5.215159400653756
14,0,-0.11011866480112076,-0.7486058739945293,1.0302284324914217,5.104367084974107
15,0,-0.2130465880036354,-0.7150706319138408,1.176805760934949,5.058894741292373
16,0,-0.3063574507832527,-0.6702339170500636,1.3301012033969164,5.079962188474395
17,0,-0.37853559851646423,-0.6121338462457061,1.4869269097596407,5.1638656041476105
18,0,-0.42454133555293083,-0.5387121891602874,1.6422087068110705,5.302548158228859
19,0,-0.4558274857699871,-0.45005609150975945,1.7906345093995333,5.484915815518472
20,0,-0.4831748344004154,-0.3464259808883071,1.9327276910096407,5.698376872105588
21,0,-0.5071828346699476,-0.22945112045854332,2.0682268852740524,5.930157561356799
22,0,-0.5246532503515482,-0.10711981412023308,2.1966007316857574,6.168202697165092
23,0,-0.5339052006602287,0.013511225022375561,2.3171057368069885,6.401680981811266
24,0,-0.5366845531389117,0.1288394773378968,2.4295990208536384,6.621203908978973
25,0,-0.5356297912076116,0.23814898673444984,2.535274658575654,6.818871531721603
26,0,-0.5325126522220671,0.3422908181324601,2.6359830985218284,6.9882297944806195
27,0,-0.5282103484496474,0.44251239243894813,2.733477678373456,7.124192802100207
28,0,-0.52316953567788,0.5399257013574242,2.8291488627344368,7.222959856997049
29,0,-0.5177572704851627,0.6354712689295411,2.9240205699950454,7.2819422477835465
30,0,-0.5124386879615486,0.7300372192636132,3.0188237319141624,7.299706471446035
31,0,-0.5078412648290396,0.824520699121058,3.1140993500500915,7.275936443872507
32,0,-0.5047789816744626,0.9197942981496453,3.210317213311791,7.211415506423227
33,0,-0.5042934352532029,1.0166237572208048,3.308003302887082,7.10802845747296
34,0,-0.5077456985600293,1.1155846932902933,3.4078811148554085,6.9687835707739945
35,0,-0.5169715522788465,1.217013649083674,3.511021334901452,6.7978538476324655
36,0,-0.5344359665177763,1.320994600094855,3.6189411694556473,6.600634681796962
37,0,-0.5630630753003061,1.427339173294604,3.7334405819326637,6.383810441395685
38,0,-0.6049393839202821,1.5355748603120447,3.8557981292158363,6.155413524903457
39,0,-0.658490193542093,1.6450494000688196,3.9858207742124794,5.924844432529917
40,0,-0.716756162699312,1.7543579483404756,4.122674096599221,5.702799282046981
41,0,-0.7710160850547254,1.858885213173926,4.266351822987199,5.501023493728373
42,0,-0.8209607764147222,1.950322955287993,4.417042408362031,5.331785216761174
43,0,-0.877978419419378,2.0223535442724825,4.573981616869569,5.206965477455067
44,0,-0.9606609172187746,2.0725554222241045,4.737902406826615,5.1367495902524185
45,0,-1.077516672667116,2.109584122337401,4.903475348129868,5.128117776757613
46,0,-1.2055234438739717,2.142150598950684,5.065901462212205,5.183586434516568
47,0,-1.3356349891982973,2.1653205374255777,5.221381608620286,5.300731237264774
48,0,-1.469947603996843,2.171503376122564,5.365493614450097,5.472741481782596
49,0,-1.6123913652263582,2.1559938135556878,5.502202887311578,5.6897144835241145
50,0,-1.766651181038469,2.1210072728805245,5.640604917183518,5.940111912675149
51,0,-1.9356100833974779,2.077874293457717,5.792175505533814,6.211974524290797
52,0,-2.1179068661294878,2.035550856869668,5.962464858070016,6.4937690880759185
53,0,-2.305869785603136,1.990413749497384,6.142858270779252,6.7748920505430155
54,0,-2.4952736026607454,1.9389698672108353,6.326792184486985,7.0459117060748495
55,0,-2.684177694376558,1.8801093827001751,6.511654440537095,7.2986418380222675
56,0,-2.871061352547258,1.8137649576179684,6.696098212376237,7.526124269187773
57,0,-3.0547351664863527,1.7405043895356358,6.879211101904511,7.722572593221269
58,0,-3.2345885462127626,1.6613782922737301,7.060440618768334,7.883306983608268
59,0,-3.4107088572345674,1.577749779354781,7.239702139273286,8.004694721723178
60,0,-3.5837960219942033,1.4910910557024182,7.417424116507172,8.084102299697964
61,0,-3.754946631845087,1.4028335343115033,7.594435442462563,8.119860577158295
62,0,-3.9254244840703905,1.3143085817806424,7.7717416623979805,8.111242686821916
63,0,-4.096485612448305,1.2267514224164189,7.950279657021165,8.058453981537818
64,0,-4.26925885444507,1.1413453872315587,8.13072111107409,7.962633576782536
65,0,-4.444650915917009,1.0592882390134037,8.3133791128546,7.825867546387296
66,0,-4.623261047061533,0.9818274582736195,8.498259742036462,7.6512142777152246
67,0,-4.805351404007524,0.9101872573606671,8.685261536613107,7.442742563954416
68,0,-4.99094827240333,0.8454036618582905,8.87444335617125,7.205582204476104
69,0,-5.18005703156814,0.7881830054335297,9.066204283609986,6.9459843227208635
70,0,-5.372852293308824,0.7387583571486176,9.261302743330598,6.671382806150729
71,0,-5.569538143929094,0.696579212229699,9.460644278898835,6.390436983637882
72,0,-5.769244340714067,0.6596539969556034,9.66401447750628,6.113016408304294
73,0,-5.9682574844919145,0.6237269471399487,9.867210570946336,5.850061340249898
74,0,-6.159532544668764,0.5834403428249062,10.059667799845338,5.613226130443687
75,0,-6.3403863734565675,0.5421044844202698,10.23471554018557,5.414212007853095
76,0,-6.517214385326952,0.5103851350955666,10.401380468383431,5.263751698863991
77,0,-6.692892131861299,0.4904888215474785,10.56744625069201,5.170328548592669
78,0,-6.865234268363565,0.48067514775320896,10.73521705366671,5.138883054582026
79,0,-7.033063811715692,0.4764217495918275,10.906094495430589,5.169917238887592
80,0,-7.191343320067972,0.47072238931432375,11.078142348900437,5.25935096042349
81,0,-7.331073654349893,0.46870801635086545,11.245770070925355,5.399177902499956
82,0,-7.453307872172445,0.47460766779258856,11.406254101768136,5.578695520406984
83,0,-7.56814214354381,0.49130935119465,11.55769710637629,5.785921897780373
84,0,-7.680180428083986,0.5185181171633304,11.700214166417718,6.0088032018171305
85,0,-7.788218920584768,0.5499159627594055,11.835467044487595,6.236020970265018
86,0,-7.894588460680097,0.5818884790875019,11.963402930870652,6.457428869537291
87,0,-8.003117305692285,0.6150349535979331,12.0828117544204,6.664233742988334
88,0,-8.114535135682672,0.6500138276256622,12.193343829587102,6.849028236634129
89,0,-8.227392790373415,0.6868685231544078,12.295681994631886,7.005750341158332
90,0,-8.340117265935987,0.7252848529256881,12.39114650733769,7.129616137566084
91,0,-8.451929812785238,0.764765848312527,12.48129119373858,7.2170512882767905
92,0,-8.562843782361597,0.8047551446594299,12.56765132792294,7.265633778932391
93,0,-8.673377399798483,0.8447009072639049,12.651642043367028,7.2740531405323585
94,0,-8.78425416117534,0.8840538457967342,12.734563272669911,7.242087860809949
95,0,-8.896131379064173,0.9222250142134727,12.817668650522828,7.170601328623206
96,0,-9.009323803242296,0.9585457340814174,12.902262378707528,7.061556301943908
97,0,-9.123499264474958,0.9922757231630386,12.989786353185773,6.918047697001202
98,0,-9.237476815935224,1.0226754014380277,13.08186179049313,6.7443526671248275
99,0,-9.3496256894432,1.0490799964405597,13.180252108946442,6.545994492476276
100,0,-9.4592245942913,1.0709173333831132,13.286678221300244,6.329811372186337
101,0,-9.56746103381738,1.0877581172622741,13.402493488267064,6.1040110155927625
102,0,-9.676714499946684,1.0990925160236658,13.528588857725262,5.878175069463964
103,0,-9.79003702616319,1.1031445976346732,13.665801670625806,5.663152675252125
104,0,-9.911629249807447,1.0962731790728868,13.815366100743413,5.470751261942045
105,0,-10.046827202197164,1.0768283874727786,13.977389794066548,5.313107074600871
106,0,-10.203571473713964,1.0446447589434684,14.150167551115155,5.2016433171512855
107,0,-10.381593202706426,0.9984008529223503,14.332404714301228,5.1456819056273515
108,0,-10.572733377572149,0.9396585085429252,14.521809350922704,5.15104626852866
109,0,-10.769416888710111,0.8758642011322082,14.709426027014851,5.219124628844412
110,0,-10.968651627656072,0.8047217437066139,14.890869360640645,5.346706685242321
111,0,-11.171720465179533,0.7271195285953582,15.075162481740117,5.5266191923692825
112,0,-11.381925453897566,0.6528139644302429,15.279268425181508,5.748899063403128
