step,distance_to_target,mae,collisions
0,7.8799287745342825,7.8799287745342825,0
1,7.7294906922893425,7.7294906922893425,0
2,7.508240480413972,7.508240480413972,0
3,7.221725543218238,7.221725543218238,0
4,6.877827210766138,6.877827210766138,0
5,6.487288565501609,6.487288565501609,0
6,6.064521326445601,6.064521326445601,0
7,5.628768036537612,5.628768036537612,0
8,5.2055853810559,5.2055853810559,0
9,4.828201079657609,4.828201079657609,0
10,4.537291859765291,4.537291859765291,0
11,4.376373124880419,4.376373124880419,0
12,4.380688578317752,4.380688578317752,0
13,4.563759271181078,4.563759271181078,0
14,4.912397304914196,4.912397304914196,0
15,5.3947572243170265,5.3947572243170265,0
16,5.973158027825917,5.973158027825917,0
17,6.612690714129575,6.612690714129575,0
18,7.284214795677817,7.284214795677817,0
19,7.9642475311357055,7.9642475311357055,0
20,8.633885846500146,8.633885846500146,0
21,9.277717881874317,9.277717881874317,0
22,9.882988840110398,9.882988840110398,0
23,10.439025452059369,10.439025452059369,0
24,10.936858291914962,10.936858291914962,0
25,11.368980956466801,11.368980956466801,0
26,11.72919975854647,11.72919975854647,0
27,12.012541864161953,12.012541864161953,0
28,12.215200534598129,12.215200534598129,0
29,12.334503566395634,12.334503566395634,0
30,12.368896066443172,12.368896066443172,0
31,12.317932184710214,12.317932184710214,0
32,12.182272972894959,12.182272972894959,0
33,11.963689595500316,11.963689595500316,0
34,11.665073046220927,11.665073046220927,0
35,11.29045364566721,11.29045364566721,0
36,10.845036285164067,10.845036285164067,0
37,10.335261114813676,10.335261114813676,0
38,9.768904811213918,9.768904811213918,0
39,9.155245565409274,9.155245565409274,0
40,8.505326381328073,8.505326381328073,0
41,7.832366071276,7.832366071276,0
42,7.152380913408603,7.152380913408603,0
43,6.485072745857553,6.485072745857553,0
44,5.854949929099841,5.854949929099841,0
45,5.292324056701532,5.292324056701532,0
46,4.833023547267025,4.833023547267025,0
47,4.514465163876507,4.514465163876507,0
48,4.365890878641969,4.365890878641969,0
49,4.395578104779907,4.395578104779907,0
50,4.584978836357363,4.584978836357363,0
51,4.896128237215128,4.896128237215128,0
52,5.285393577248869,5.285393577248869,0
53,5.713368429718339,5.713368429718339,0
54,6.148379633685814,6.148379633685814,0
55,6.566219933417115,6.566219933417115,0
56,6.948694164379612,6.948694164379612,0
57,7.282182780745652,7.282182780745652,0
58,7.556552092725679,7.556552092725679,0
59,7.764408471821221,7.764408471821221,0
60,7.900614850197712,7.900614850197712,0
61,7.961992333509131,7.961992333509131,0
62,7.947152577913168,7.947152577913168,0
63,7.856428844922582,7.856428844922582,0
64,7.691892311333426,7.691892311333426,0
65,7.457456818958525,7.457456818958525,0
66,7.159092370307133,7.159092370307133,0
67,6.8051876817728445,6.8051876817728445,0
68,6.407125438852829,6.407125438852829,0
69,5.980153423129538,5.980153423129538,0
70,5.544618684354266,5.544618684354266,0
71,5.1274827016705835,5.1274827016705835,0
72,4.763528468028093,4.763528468028093,0
73,4.49453807236963,4.49453807236963,0
74,4.363478717412281,4.363478717412281,0
75,4.402325189819314,4.402325189819314,0
76,4.619365207114718,4.619365207114718,0
77,4.99683707338185,4.99683707338185,0
78,5.500807014260965,5.500807014260965,0
79,6.0936564455741875,6.0936564455741875,0
80,6.741499565462502,6.741499565462502,0
81,7.416356218015597,7.416356218015597,0
82,8.095725934053178,8.095725934053178,0
83,8.761462663669304,8.761462663669304,0
84,9.398727515254587,9.398727515254587,0
