step,agent_id,Kp,Ki,Kd,mae
0,0,0.9408081993460655,0.22867946922779084,0.06928992107510566,7.408580310683347
1,0,0.883763674646616,0.35780022144317625,0.12839281767606736,7.307622359216893
2,0,0.8292137682437897,0.48685277104377744,0.18831031605601312,7.162687284766793
3,0,0.7768957391381264,0.6152220875024795,0.24991088569164277,6.979618724073899
4,0,0.7256164811551571,0.7421633809804916,0.313667888045311,6.765273008070223
5,0,0.6731429770588875,0.8670394703745842,0.37923643201589585,6.527502540453842
6,0,0.6161736063659191,0.9897849917411804,0.4449309578537941,6.27518444545477
7,0,0.5500435493886471,1.1109391659498216,0.507271653264761,6.018263048914311
8,0,0.4686077646911144,1.2297481879591943,0.5618446192145348,5.7677533038661615
9,0,0.3640802316367626,1.3425623536109925,0.6058472602069378,5.5356204259973
10,0,0.22581173107028008,1.4479876816272736,0.6363229995965958,5.334415259318131
11,0,0.0551007054746151,1.5474815204739572,0.6502445891872048,5.176533424689492
12,0,-0.1275377906858921,1.636318212747574,0.6471070574969053,5.073036418741716
13,0,-0.30712421610951424,1.7078078970313073,0.6243988203257322,5.032174413509392
14,0,-0.48185503855347633,1.7508126817643643,0.579017643108964,5.058030360387869
15,0,-0.6481848396360874,1.7510062497109176,0.5075904840976,5.1498365181216395
16,0,-0.7890329845249653,1.7001051757484675,0.416675273552537,5.3022365075388285
17,0,-0.8973014764487743,1.6034881699830295,0.3221722657233477,5.506296838353846
18,0,-0.9843818508088589,1.4882660362869502,0.22656446345150472,5.750847253297829
19,0,-1.063733797520399,1.3772430572658778,0.1225552523881197,6.023756940227465
20,0,-1.141445841640234,1.2669911686331035,0.012477804198861131,6.312920875709256
21,0,-1.2171120457351208,1.1489655304700137,-0.10019671522080897,6.60691428713725
22,0,-1.2895794101059437,1.0208017308264972,-0.21286983393132686,6.895370737518959
23,0,-1.3587677665054798,0.8842607218772174,-0.3238955547660589,7.169161715693233
24,0,-1.4250523038208485,0.7417015064507724,-0.43273565523326396,7.420448828676362
25,0,-1.4888250418007374,0.5950042981654406,-0.5394339447468519,7.642663668269981
26,0,-1.5503836497664452,0.445539452508092,-0.6442131584137678,7.830453015011658
27,0,-1.6100034788250923,0.2942813564091922,-0.7473477607220411,7.979612526948998
28,0,-1.6680636256933212,0.1419436115771533,-0.8491684456914663,8.087021808820843
29,0,-1.7251291871070862,-0.010893292352557093,-0.950092356428504,8.150587349726917
30,0,-1.7819625996053219,-0.1637000959366559,-1.0506385227292776,8.169196224865855
31,0,-1.8394852802157402,-0.3159629922360181,-1.1514212151616812,8.142681688940872
32,0,-1.8987234234809875,-0.46717286817729464,-1.2531298210471868,8.071801105310326
33,0,-1.9607645720243454,-0.616820640489459,-1.3565103148669004,7.958226558442544
34,0,-2.026748940348625,-0.7643829356878995,-1.4623612647503614,7.804548648151077
35,0,-2.0979220420122147,-0.9092753451317548,-1.5715445240586996,7.614294078141313
36,0,-2.1757695227861404,-1.0507494878023862,-1.684982623681426,7.391957388115492
37,0,-2.262226350605488,-1.187702528759837,-1.8035611321777105,7.143046007811902
38,0,-2.3598805591464043,-1.3183366280049085,-1.9277840366214514,6.87413484236854
39,0,-2.471816413104534,-1.4398113038390874,-2.0570933779329064,6.5929203881439715
