step,distance_to_target,mae,collisions
0,7.408580310683347,7.408580310683347,0
1,7.307622359216893,7.307622359216893,0
2,7.162687284766793,7.162687284766793,0
3,6.979618724073899,6.979618724073899,0
4,6.765273008070223,6.765273008070223,0
5,6.527502540453842,6.527502540453842,0
6,6.27518444545477,6.27518444545477,0
7,6.018263048914311,6.018263048914311,0
8,5.7677533038661615,5.7677533038661615,0
9,5.5356204259973,5.5356204259973,0
10,5.334415259318131,5.334415259318131,0
11,5.176533424689492,5.176533424689492,0
12,5.073036418741716,5.073036418741716,0
13,5.032174413509392,5.032174413509392,0
14,5.058030360387869,5.058030360387869,0
15,5.1498365181216395,5.1498365181216395,0
16,5.3022365075388285,5.3022365075388285,0
17,5.506296838353846,5.506296838353846,0
18,5.750847253297829,5.750847253297829,0
19,6.023756940227465,6.023756940227465,0
20,6.312920875709256,6.312920875709256,0
21,6.60691428713725,6.60691428713725,0
22,6.895370737518959,6.895370737518959,0
23,7.169161715693233,7.169161715693233,0
24,7.420448828676362,7.420448828676362,0
25,7.642663668269981,7.642663668269981,0
26,7.830453015011658,7.830453015011658,0
27,7.979612526948998,7.979612526948998,0
28,8.087021808820843,8.087021808820843,0
29,8.150587349726917,8.150587349726917,0
30,8.169196224865855,8.169196224865855,0
31,8.142681688940872,8.142681688940872,0
32,8.071801105310326,8.071801105310326,0
33,7.958226558442544,7.958226558442544,0
34,7.804548648151077,7.804548648151077,0
35,7.614294078141313,7.614294078141313,0
36,7.391957388115492,7.391957388115492,0
37,7.143046007811902,7.143046007811902,0
38,6.87413484236854,6.87413484236854,0
39,6.5929203881439715,6.5929203881439715,0
40,6.30825283346421,6.30825283346421,0
41,6.030105349127345,6.030105349127345,0
42,5.769411933109227,5.769411933109227,0
43,5.5376743760131335,5.5376743760131335,0
44,5.346228254797087,5.346228254797087,0
45,5.205120839006451,5.205120839006451,0
46,5.12174872819655,5.12174872819655,0
47,5.09965961699297,5.09965961699297,0
48,5.137963979761037,5.137963979761037,0
49,5.231515366846708,5.231515366846708,0
50,5.371725980314878,5.371725980314878,0
51,5.547773131924916,5.547773131924916,0
52,5.747886271658959,5.747886271658959,0
53,5.960416962370228,5.960416962370228,0
54,6.174550336383043,6.174550336383043,0
55,6.3806844304642665,6.3806844304642665,0
56,6.5705777481962,6.5705777481962,0
57,6.737363789363139,6.737363789363139,0
58,6.875503026805193,6.875503026805193,0
59,6.9807148113367905,6.9807148113367905,0
60,7.0499117825826,7.0499117825826,0
61,7.081147375125294,7.081147375125294,0
62,7.073580653395222,7.073580653395222,0
63,7.027459780946851,7.027459780946851,0
64,6.9441243148981835,6.9441243148981835,0
65,6.826026095739509,6.826026095739509,0
66,6.67676789700335,6.67676789700335,0
67,6.5011572900308465,6.5011572900308465,0
68,6.305269152000339,6.305269152000339,0
69,6.096502222587693,6.096502222587693,0
70,5.8836010916779,5.8836010916779,0
71,5.676593571237393,5.676593571237393,0
72,5.486566281962379,5.486566281962379,0
73,5.325178784632456,5.325178784632456,0
74,5.203827972808151,5.203827972808151,0
75,5.132471999537136,5.132471999537136,0
76,5.118318569069702,5.118318569069702,0
77,5.164728568916476,5.164728568916476,0
78,5.270643928331371,5.270643928331371,0
79,5.430751925080927,5.430751925080927,0
80,5.636415904160305,5.636415904160305,0
81,5.877024189093602,5.877024189093602,0
82,6.141254119127245,6.141254119127245,0
83,6.417982949313098,6.417982949313098,0
84,6.696836569806728,6.696836569806728,0
85,6.968468181575637,6.968468181575637,0
86,7.224665003703876,7.224665003703876,0
87,7.45835881581591,7.45835881581591,0
88,7.663590903987724,7.663590903987724,0
89,7.83546144648396,7.83546144648396,0
90,7.970079215788406,7.970079215788406,0
91,8.0645188544724,8.0645188544724,0
92,8.116788310351305,8.116788310351305,0
93,8.125806825663728,8.125806825663728,0
94,8.091393108612207,8.091393108612207,0
95,8.014263298178008,8.014263298178008,0
96,7.89603864960504,7.89603864960504,0
97,7.739263237335333,7.739263237335333,0
98,7.54743213430972,7.54743213430972,0
