step,agent_id,Kp,Ki,Kd,mae
0,0,1.0238504484295845,-0.07083892226219177,-0.07715937286615372,8.387488588226573
1,0,1.0446482095867395,-0.2424752503633499,-0.16624113708734511,8.272647727494418
2,0,1.0611676331609488,-0.41455587148666384,-0.2579106965661049,8.107314435884675
3,0,1.0722660329192877,-0.5862606853246689,-0.3525674918293953,7.897418373458113
4,0,1.076670746318996,-0.7564612120389939,-0.45034806966781615,7.649664796667324
5,0,1.0728795379400253,-0.9239915251731873,-0.5511472725868225,7.371491140158218
6,0,1.0594185069203377,-1.0880218982696532,-0.6544965633749962,7.071081713349404
7,0,1.0352849941700697,-1.2486145883798598,-0.7590010890364647,6.757410290536329
8,0,0.9993056673556566,-1.4077247470617293,-0.8605855384469032,6.4402821426356285
9,0,0.9493824932724237,-1.5674523800611495,-0.9512091779708862,6.130336141615166
10,0,0.8921937625855207,-1.723071241378784,-1.0305042618513107,5.838945162081678
11,0,0.8403532598167658,-1.8714260846376418,-1.105572214126587,5.577927655574669
12,0,0.801638500764966,-2.011884593963623,-1.1797739693522453,5.358975325172286
13,0,0.7783681713044643,-2.143188738822937,-1.2550546431541443,5.192743498708961
14,0,0.7653314005583525,-2.2652299270033835,-1.3279116207361221,5.087662473557998
15,0,0.7588482643477619,-2.3761988520622253,-1.3869353288412094,5.048658574686698
16,0,0.761210145894438,-2.46554938852787,-1.4202629008889198,5.076100206816397
17,0,0.7707103998400271,-2.5266424134373664,-1.4256051897630095,5.165508759917455
18,0,0.783512628171593,-2.5631282977759837,-1.402164012901485,5.3083296456871
19,0,0.7953063906170428,-2.576154720596969,-1.3489562503620982,5.493360931259845
20,0,0.8022293071262538,-2.562038642913103,-1.267785669080913,5.70821820447037
21,0,0.802454472053796,-2.52020793184638,-1.170017868988216,5.940477944990932
22,0,0.7978441943414509,-2.4523091964423656,-1.062675864212215,6.178429588064606
23,0,0.7893363018520176,-2.3597104378044604,-0.9489102072641253,6.411505072387805
24,0,0.7776033659465611,-2.246907343715429,-0.8314117647334933,6.630484259939631
25,0,0.7635286650620401,-2.119898071140051,-0.7122981182858348,6.827559961159579
26,0,0.7477984926663339,-1.9837314836680888,-0.5929221368953586,6.996323124432513
27,0,0.7308010864071548,-1.841890027374029,-0.4740553207322955,7.131708832086342
28,0,0.7127724918536842,-1.6966115437448024,-0.3560971401259303,7.229928917645144
29,0,0.6939286733977497,-1.549319928139448,-0.23922755640000104,7.288406659095819
30,0,0.6745266090147197,-1.4009520314633845,-0.12351664971560239,7.305722209617107
31,0,0.6548754977993667,-1.2521918170154094,-0.009014987163245669,7.281573334325401
32,0,0.635325241368264,-1.103656431287527,0.10415644127875567,7.2167538141411285
33,0,0.6162576633505523,-0.9560754500329494,0.21570498425513507,7.11315081676982
34,0,0.5981110720895231,-0.8105046950280665,0.3250537507608533,6.973761946779391
